  PID   TID   UID COMM                        CMDLINE                     CMD             LABEL                          STAT  WCHAN 
11856 11885 1110794 app_process64             com.google.android.gms.unstable FinalizerDaemon u:r:gmscore_app:s0:c523,c768 SN  futex_wait_queue_me
11856 11886 1110794 app_process64             com.google.android.gms.unstable FinalizerWatchd u:r:gmscore_app:s0:c523,c768 SN  futex_wait_queue_me
11856 11887 1110794 app_process64             com.google.android.gms.unstable binder:11856_1 u:r:gmscore_app:s0:c523,c768 S    binder_thread_read
11856 11889 1110794 app_process64             com.google.android.gms.unstable binder:11856_2 u:r:gmscore_app:s0:c523,c768 S    binder_thread_read
11856 11891 1110794 app_process64             com.google.android.gms.unstable binder:11856_3 u:r:gmscore_app:s0:c523,c768 S    binder_thread_read
11856 11897 1110794 app_process64             com.google.android.gms.unstable Profile Saver u:r:gmscore_app:s0:c523,c768 SN    futex_wait_queue_me
11856 11900 1110794 app_process64             com.google.android.gms.unstable ProcessStablePh u:r:gmscore_app:s0:c523,c768 SN  futex_wait_queue_me
11856 11917 1110794 app_process64             com.google.android.gms.unstable lowpool[0]  u:r:gmscore_app:s0:c523,c768   SN    futex_wait_queue_me
11856 11918 1110794 app_process64             com.google.android.gms.unstable GoogleApiHandle u:r:gmscore_app:s0:c523,c768 SN  do_epoll_wait
11856 11920 1110794 app_process64             com.google.android.gms.unstable android.bg  u:r:gmscore_app:s0:c523,c768   SN    do_epoll_wait
11856 11923 1110794 app_process64             com.google.android.gms.unstable FileObserver u:r:gmscore_app:s0:c523,c768  S     wait_woken
11856 11934 1110794 app_process64             com.google.android.gms.unstable actvpool[2] u:r:gmscore_app:s0:c523,c768   S     futex_wait_queue_me
11856 11935 1110794 app_process64             com.google.android.gms.unstable actvpool[3] u:r:gmscore_app:s0:c523,c768   S     futex_wait_queue_me
11856 11939 1110794 app_process64             com.google.android.gms.unstable highpool[0] u:r:gmscore_app:s0:c523,c768   SN    futex_wait_queue_me
11856 11940 1110794 app_process64             com.google.android.gms.unstable GlobalDispatchi u:r:gmscore_app:s0:c523,c768 SN  do_epoll_wait
11856 11941 1110794 app_process64             com.google.android.gms.unstable GlobalScheduler u:r:gmscore_app:s0:c523,c768 S   futex_wait_queue_me
11856 11943 1110794 app_process64             com.google.android.gms.unstable lowpool[1]  u:r:gmscore_app:s0:c523,c768   SN    futex_wait_queue_me
11856 11945 1110794 app_process64             com.google.android.gms.unstable pool-14-thread- u:r:gmscore_app:s0:c523,c768 S   futex_wait_queue_me
11856 11947 1110794 app_process64             com.google.android.gms.unstable binder:11856_4 u:r:gmscore_app:s0:c523,c768 S    binder_thread_read
11856 11955 1110794 app_process64             com.google.android.gms.unstable lowpool[2]  u:r:gmscore_app:s0:c523,c768   SN    futex_wait_queue_me
11856 12020 1110794 app_process64             com.google.android.gms.unstable pool-14-thread- u:r:gmscore_app:s0:c523,c768 S   futex_wait_queue_me
11856 12042 1110794 app_process64             com.google.android.gms.unstable binder:11856_5 u:r:gmscore_app:s0:c523,c768 S    binder_thread_read
11856 12120 1110794 app_process64             com.google.android.gms.unstable lowpool[3]  u:r:gmscore_app:s0:c523,c768   SN    futex_wait_queue_me
11856 12914 1110794 app_process64             com.google.android.gms.unstable CronetInit  u:r:gmscore_app:s0:c523,c768   S     do_epoll_wait
11856 12916 1110794 app_process64             com.google.android.gms.unstable ThreadPoolServi u:r:gmscore_app:s0:c523,c768 S   do_epoll_wait
11856 12917 1110794 app_process64             com.google.android.gms.unstable ThreadPoolForeg u:r:gmscore_app:s0:c523,c768 S   futex_wait_queue_me
11856 12918 1110794 app_process64             com.google.android.gms.unstable CronetNet   u:r:gmscore_app:s0:c523,c768   S     do_epoll_wait
11856 12919 1110794 app_process64             com.google.android.gms.unstable ThreadPoolForeg u:r:gmscore_app:s0:c523,c768 S   futex_wait_queue_me
11856 12920 1110794 app_process64             com.google.android.gms.unstable ThreadPoolForeg u:r:gmscore_app:s0:c523,c768 S   futex_wait_queue_me
11856 12922 1110794 app_process64             com.google.android.gms.unstable CronetFile  u:r:gmscore_app:s0:c523,c768   S     futex_wait_queue_me
11856 12921 1110794 app_process64             com.google.android.gms.unstable ThreadPoolForeg u:r:gmscore_app:s0:c523,c768 S   futex_wait_queue_me
11856 12923 1110794 app_process64             com.google.android.gms.unstable ThreadPoolForeg u:r:gmscore_app:s0:c523,c768 S   futex_wait_queue_me
11856 12924 1110794 app_process64             com.google.android.gms.unstable highpool[1] u:r:gmscore_app:s0:c523,c768   SN    futex_wait_queue_me
11856 12925 1110794 app_process64             com.google.android.gms.unstable highpool[2] u:r:gmscore_app:s0:c523,c768   SN    futex_wait_queue_me
11856 12938 1110794 app_process64             com.google.android.gms.unstable ConnectivityThr u:r:gmscore_app:s0:c523,c768 S   do_epoll_wait
11856 12940 1110794 app_process64             com.google.android.gms.unstable highpool[3] u:r:gmscore_app:s0:c523,c768   SN    futex_wait_queue_me
11856 13224 1110794 app_process64             com.google.android.gms.unstable binder:11856_6 u:r:gmscore_app:s0:c523,c768 S    binder_thread_read
11910 11910 1110770 app_process64             com.android.vending:background ding:background u:r:priv_app:s0:c523,c768   S     do_epoll_wait
11910 11921 1110770 app_process64             com.android.vending:background Signal Catcher u:r:priv_app:s0:c523,c768    S<    do_sigtimedwait
11910 11922 1110770 app_process64             com.android.vending:background perfetto_hprof_ u:r:priv_app:s0:c523,c768   S<    pipe_read
11910 11927 1110770 app_process64             com.android.vending:background Jit thread pool u:r:priv_app:s0:c523,c768   SN    futex_wait_queue_me
11910 11928 1110770 app_process64             com.android.vending:background HeapTaskDaemon u:r:priv_app:s0:c523,c768    SN    futex_wait_queue_me
11910 11929 1110770 app_process64             com.android.vending:background ReferenceQueueD u:r:priv_app:s0:c523,c768   SN    futex_wait_queue_me
11910 11930 1110770 app_process64             com.android.vending:background FinalizerDaemon u:r:priv_app:s0:c523,c768   SN    futex_wait_queue_me
11910 11931 1110770 app_process64             com.android.vending:background FinalizerWatchd u:r:priv_app:s0:c523,c768   SN    futex_wait_queue_me
11910 11936 1110770 app_process64             com.android.vending:background binder:11910_1 u:r:priv_app:s0:c523,c768    S     binder_thread_read
11910 11942 1110770 app_process64             com.android.vending:background binder:11910_2 u:r:priv_app:s0:c523,c768    S     binder_thread_read
11910 11952 1110770 app_process64             com.android.vending:background Profile Saver u:r:priv_app:s0:c523,c768     SN    futex_wait_queue_me
11910 11975 1110770 app_process64             com.android.vending:background Monitor Thread  u:r:priv_app:s0:c523,c768   S     futex_wait_queue_me
11910 11984 1110770 app_process64             com.android.vending:background ValueStore-0 u:r:priv_app:s0:c523,c768      S     futex_wait_queue_me
11910 12009 1110770 app_process64             com.android.vending:background FileObserver u:r:priv_app:s0:c523,c768      S     wait_woken
11910 12010 1110770 app_process64             com.android.vending:background ValueStore-1 u:r:priv_app:s0:c523,c768      S     futex_wait_queue_me
11910 12011 1110770 app_process64             com.android.vending:background ValueStore-2 u:r:priv_app:s0:c523,c768      S     futex_wait_queue_me
11910 12026 1110770 app_process64             com.android.vending:background ValueStore-3 u:r:priv_app:s0:c523,c768      S     futex_wait_queue_me
11910 12045 1110770 app_process64             com.android.vending:background Primes-1     u:r:priv_app:s0:c523,c768      SN    futex_wait_queue_me
11910 12048 1110770 app_process64             com.android.vending:background bgExecutor #0 u:r:priv_app:s0:c523,c768     SN    futex_wait_queue_me
11910 12051 1110770 app_process64             com.android.vending:background Scheduler Threa u:r:priv_app:s0:c523,c768   S     futex_wait_queue_me
11910 12054 1110770 app_process64             com.android.vending:background bgExecutor #1 u:r:priv_app:s0:c523,c768     SN    futex_wait_queue_me
11910 12057 1110770 app_process64             com.android.vending:background binder:11910_3 u:r:priv_app:s0:c523,c768    S     binder_thread_read
11910 12058 1110770 app_process64             com.android.vending:background LightweightExec u:r:priv_app:s0:c523,c768   S     futex_wait_queue_me
11910 12067 1110770 app_process64             com.android.vending:background LightweightExec u:r:priv_app:s0:c523,c768   S     futex_wait_queue_me
11910 12108 1110770 app_process64             com.android.vending:background bgExecutor #2 u:r:priv_app:s0:c523,c768     SN    futex_wait_queue_me
11910 12123 1110770 app_process64             com.android.vending:background PackageInstalle u:r:priv_app:s0:c523,c768   SN    do_epoll_wait
11910 12131 1110770 app_process64             com.android.vending:background bgExecutor #3 u:r:priv_app:s0:c523,c768     SN    futex_wait_queue_me
11910 12135 1110770 app_process64             com.android.vending:background LightweightExec u:r:priv_app:s0:c523,c768   S     futex_wait_queue_me
11910 12140 1110770 app_process64             com.android.vending:background ConnectivityThr u:r:priv_app:s0:c523,c768   S     do_epoll_wait
11910 12143 1110770 app_process64             com.android.vending:background Prototype    u:r:priv_app:s0:c523,c768      S     do_epoll_wait
11910 12238 1110770 app_process64             com.android.vending:background LightweightExec u:r:priv_app:s0:c523,c768   S     futex_wait_queue_me
11910 12382 1110770 app_process64             com.android.vending:background CronetInit   u:r:priv_app:s0:c523,c768      S     do_epoll_wait
11910 12434 1110770 app_process64             com.android.vending:background ThreadPoolServi u:r:priv_app:s0:c523,c768   S     do_epoll_wait
11910 12435 1110770 app_process64             com.android.vending:background ThreadPoolForeg u:r:priv_app:s0:c523,c768   S     futex_wait_queue_me
11910 12483 1110770 app_process64             com.android.vending:background ThreadPoolForeg u:r:priv_app:s0:c523,c768   S     futex_wait_queue_me
11910 12486 1110770 app_process64             com.android.vending:background ThreadPoolForeg u:r:priv_app:s0:c523,c768   S     futex_wait_queue_me
11910 12487 1110770 app_process64             com.android.vending:background ThreadPoolForeg u:r:priv_app:s0:c523,c768   S     futex_wait_queue_me
11910 12488 1110770 app_process64             com.android.vending:background ThreadPoolForeg u:r:priv_app:s0:c523,c768   S     futex_wait_queue_me
11910 12484 1110770 app_process64             com.android.vending:background CronetNet    u:r:priv_app:s0:c523,c768      S     do_epoll_wait
11910 12511 1110770 app_process64             com.android.vending:background Thread-2     u:r:priv_app:s0:c523,c768      SN    futex_wait_queue_me
11910 12512 1110770 app_process64             com.android.vending:background Thread-3     u:r:priv_app:s0:c523,c768      SN    futex_wait_queue_me
11910 12513 1110770 app_process64             com.android.vending:background Thread-4     u:r:priv_app:s0:c523,c768      SN    futex_wait_queue_me
11910 12514 1110770 app_process64             com.android.vending:background Thread-5     u:r:priv_app:s0:c523,c768      SN    futex_wait_queue_me
11910 12515 1110770 app_process64             com.android.vending:background Thread-6     u:r:priv_app:s0:c523,c768      SN    futex_wait_queue_me
11910 12516 1110770 app_process64             com.android.vending:background tentative-gc-ru u:r:priv_app:s0:c523,c768   SN    do_epoll_wait
11910 12517 1110770 app_process64             com.android.vending:background CronetFile   u:r:priv_app:s0:c523,c768      S     futex_wait_queue_me
11910 12844 1110770 app_process64             com.android.vending:background Primes-2     u:r:priv_app:s0:c523,c768      SN    futex_wait_queue_me
11910 12856 1110770 app_process64             com.android.vending:background ProcessStablePh u:r:priv_app:s0:c523,c768   S     futex_wait_queue_me
11910 12886 1110770 app_process64             com.android.vending:background GoogleApiHandle u:r:priv_app:s0:c523,c768   SN    do_epoll_wait
11910 12912 1110770 app_process64             com.android.vending:background bgmk         u:r:priv_app:s0:c523,c768      SN    do_epoll_wait
11910 12992 1110770 app_process64             com.android.vending:background queued-work-loo u:r:priv_app:s0:c523,c768   S<    do_epoll_wait
11910 13225 1110770 app_process64             com.android.vending:background binder:11910_4 u:r:priv_app:s0:c523,c768    S     binder_thread_read
11910 18018 1110770 app_process64             com.android.vending:background OkHttp Connecti u:r:priv_app:s0:c523,c768   S     futex_wait_queue_me
11910 18105 1110770 app_process64             com.android.vending:background Okio Watchdog u:r:priv_app:s0:c523,c768     S     futex_wait_queue_me
12892 12892 10675 app_process64               com.google.android.apps.turbo:aab .apps.turbo:aab u:r:priv_app:s0:c512,c768 S    do_epoll_wait
12892 12936 10675 app_process64               com.google.android.apps.turbo:aab Signal Catcher u:r:priv_app:s0:c512,c768 S<    do_sigtimedwait
12892 12937 10675 app_process64               com.google.android.apps.turbo:aab perfetto_hprof_ u:r:priv_app:s0:c512,c768 S<   pipe_read
12892 12945 10675 app_process64               com.google.android.apps.turbo:aab Jit thread pool u:r:priv_app:s0:c512,c768 SN   futex_wait_queue_me
12892 12946 10675 app_process64               com.google.android.apps.turbo:aab HeapTaskDaemon u:r:priv_app:s0:c512,c768 SN    futex_wait_queue_me
12892 12947 10675 app_process64               com.google.android.apps.turbo:aab ReferenceQueueD u:r:priv_app:s0:c512,c768 SN   futex_wait_queue_me
12892 12948 10675 app_process64               com.google.android.apps.turbo:aab FinalizerDaemon u:r:priv_app:s0:c512,c768 SN   futex_wait_queue_me
12892 12949 10675 app_process64               com.google.android.apps.turbo:aab FinalizerWatchd u:r:priv_app:s0:c512,c768 SN   futex_wait_queue_me
12892 12950 10675 app_process64               com.google.android.apps.turbo:aab binder:12892_1 u:r:priv_app:s0:c512,c768 S     binder_thread_read
12892 12953 10675 app_process64               com.google.android.apps.turbo:aab binder:12892_2 u:r:priv_app:s0:c512,c768 S     binder_thread_read
12892 12955 10675 app_process64               com.google.android.apps.turbo:aab Profile Saver u:r:priv_app:s0:c512,c768  SN    futex_wait_queue_me
12892 12957 10675 app_process64               com.google.android.apps.turbo:aab Primes-1  u:r:priv_app:s0:c512,c768      SN    futex_wait_queue_me
12892 12958 10675 app_process64               com.google.android.apps.turbo:aab Primes-2  u:r:priv_app:s0:c512,c768      SN    futex_wait_queue_me
12892 12960 10675 app_process64               com.google.android.apps.turbo:aab AsyncTask #1 u:r:priv_app:s0:c512,c768   SN    futex_wait_queue_me
12892 13058 10675 app_process64               com.google.android.apps.turbo:aab queued-work-loo u:r:priv_app:s0:c512,c768 S<   do_epoll_wait
12892 13219 10675 app_process64               com.google.android.apps.turbo:aab binder:12892_3 u:r:priv_app:s0:c512,c768 S     binder_thread_read
12892 13711 10675 app_process64               com.google.android.apps.turbo:aab ProcessStablePh u:r:priv_app:s0:c512,c768 S    futex_wait_queue_me
12892 13784 10675 app_process64               com.google.android.apps.turbo:aab GoogleApiHandle u:r:priv_app:s0:c512,c768 SN   do_epoll_wait
12892 15718 10675 app_process64               com.google.android.apps.turbo:aab pool-4-thread-1 u:r:priv_app:s0:c512,c768 S    futex_wait_queue_me
12892 16209 10675 app_process64               com.google.android.apps.turbo:aab binder:12892_4 u:r:priv_app:s0:c512,c768 S     binder_thread_read
12926 12926 10675 app_process64               com.google.android.apps.turbo:ssb .apps.turbo:ssb u:r:priv_app:s0:c512,c768 S    do_epoll_wait
12926 12962 10675 app_process64               com.google.android.apps.turbo:ssb Signal Catcher u:r:priv_app:s0:c512,c768 S<    do_sigtimedwait
12926 12963 10675 app_process64               com.google.android.apps.turbo:ssb perfetto_hprof_ u:r:priv_app:s0:c512,c768 S<   pipe_read
12926 12975 10675 app_process64               com.google.android.apps.turbo:ssb Jit thread pool u:r:priv_app:s0:c512,c768 SN   futex_wait_queue_me
12926 12976 10675 app_process64               com.google.android.apps.turbo:ssb HeapTaskDaemon u:r:priv_app:s0:c512,c768 SN    futex_wait_queue_me
12926 12977 10675 app_process64               com.google.android.apps.turbo:ssb ReferenceQueueD u:r:priv_app:s0:c512,c768 SN   futex_wait_queue_me
12926 12978 10675 app_process64               com.google.android.apps.turbo:ssb FinalizerDaemon u:r:priv_app:s0:c512,c768 SN   futex_wait_queue_me
12926 12979 10675 app_process64               com.google.android.apps.turbo:ssb FinalizerWatchd u:r:priv_app:s0:c512,c768 SN   futex_wait_queue_me
12926 12980 10675 app_process64               com.google.android.apps.turbo:ssb binder:12926_1 u:r:priv_app:s0:c512,c768 S     binder_thread_read
12926 12981 10675 app_process64               com.google.android.apps.turbo:ssb binder:12926_2 u:r:priv_app:s0:c512,c768 S     binder_thread_read
12926 12983 10675 app_process64               com.google.android.apps.turbo:ssb binder:12926_3 u:r:priv_app:s0:c512,c768 S     binder_thread_read
12926 12984 10675 app_process64               com.google.android.apps.turbo:ssb Profile Saver u:r:priv_app:s0:c512,c768  SN    futex_wait_queue_me
12926 12985 10675 app_process64               com.google.android.apps.turbo:ssb Primes-1  u:r:priv_app:s0:c512,c768      SN    futex_wait_queue_me
12926 12986 10675 app_process64               com.google.android.apps.turbo:ssb Primes-2  u:r:priv_app:s0:c512,c768      SN    futex_wait_queue_me
12926 12990 10675 app_process64               com.google.android.apps.turbo:ssb AsyncTask #1 u:r:priv_app:s0:c512,c768   S     futex_wait_queue_me
12926 13042 10675 app_process64               com.google.android.apps.turbo:ssb binder:12926_4 u:r:priv_app:s0:c512,c768 S     binder_thread_read
12926 13744 10675 app_process64               com.google.android.apps.turbo:ssb ProcessStablePh u:r:priv_app:s0:c512,c768 S    futex_wait_queue_me
12926 13790 10675 app_process64               com.google.android.apps.turbo:ssb GoogleApiHandle u:r:priv_app:s0:c512,c768 SN   do_epoll_wait
13030 13030 10802 app_process64               com.google.android.syncadapters.calendar apters.calendar u:r:untrusted_app_30:s0:c34,c259,c512,c768 S do_epoll_wait
13030 13081 10802 app_process64               com.google.android.syncadapters.calendar Signal Catcher u:r:untrusted_app_30:s0:c34,c259,c512,c768 S< do_sigtimedwait
13030 13082 10802 app_process64               com.google.android.syncadapters.calendar perfetto_hprof_ u:r:untrusted_app_30:s0:c34,c259,c512,c768 S< pipe_read
13030 13088 10802 app_process64               com.google.android.syncadapters.calendar Jit thread pool u:r:untrusted_app_30:s0:c34,c259,c512,c768 SN futex_wait_queue_me
13030 13089 10802 app_process64               com.google.android.syncadapters.calendar HeapTaskDaemon u:r:untrusted_app_30:s0:c34,c259,c512,c768 SN futex_wait_queue_me
13030 13090 10802 app_process64               com.google.android.syncadapters.calendar ReferenceQueueD u:r:untrusted_app_30:s0:c34,c259,c512,c768 SN futex_wait_queue_me
13030 13091 10802 app_process64               com.google.android.syncadapters.calendar FinalizerDaemon u:r:untrusted_app_30:s0:c34,c259,c512,c768 SN futex_wait_queue_me
13030 13092 10802 app_process64               com.google.android.syncadapters.calendar FinalizerWatchd u:r:untrusted_app_30:s0:c34,c259,c512,c768 SN futex_wait_queue_me
13030 13093 10802 app_process64               com.google.android.syncadapters.calendar binder:13030_1 u:r:untrusted_app_30:s0:c34,c259,c512,c768 S binder_thread_read
13030 13094 10802 app_process64               com.google.android.syncadapters.calendar binder:13030_2 u:r:untrusted_app_30:s0:c34,c259,c512,c768 S binder_thread_read
13030 13095 10802 app_process64               com.google.android.syncadapters.calendar Profile Saver u:r:untrusted_app_30:s0:c34,c259,c512,c768 SN futex_wait_queue_me
13030 13098 10802 app_process64               com.google.android.syncadapters.calendar ProcessStablePh u:r:untrusted_app_30:s0:c34,c259,c512,c768 S futex_wait_queue_me
13030 13099 10802 app_process64               com.google.android.syncadapters.calendar GoogleApiHandle u:r:untrusted_app_30:s0:c34,c259,c512,c768 SN do_epoll_wait
13030 13100 10802 app_process64               com.google.android.syncadapters.calendar BACKGROUND_0 u:r:untrusted_app_30:s0:c34,c259,c512,c768 SN futex_wait_queue_me
13030 13101 10802 app_process64               com.google.android.syncadapters.calendar ernal.Finalizer u:r:untrusted_app_30:s0:c34,c259,c512,c768 S futex_wait_queue_me
13030 13102 10802 app_process64               com.google.android.syncadapters.calendar NET_0 u:r:untrusted_app_30:s0:c34,c259,c512,c768 SN futex_wait_queue_me
13030 13130 10802 app_process64               com.google.android.syncadapters.calendar BACKGROUND_1 u:r:untrusted_app_30:s0:c34,c259,c512,c768 SN futex_wait_queue_me
13030 13131 10802 app_process64               com.google.android.syncadapters.calendar queued-work-loo u:r:untrusted_app_30:s0:c34,c259,c512,c768 S< do_epoll_wait
13030 13218 10802 app_process64               com.google.android.syncadapters.calendar binder:13030_3 u:r:untrusted_app_30:s0:c34,c259,c512,c768 S binder_thread_read
13030 15940 10802 app_process64               com.google.android.syncadapters.calendar NET_1 u:r:untrusted_app_30:s0:c34,c259,c512,c768 SN futex_wait_queue_me
13446 13446 10923 app_process64               com.floweq.equalizer        loweq.equalizer u:r:untrusted_app:s0:c155,c259,c512,c768 S< do_epoll_wait
13446 13515 10923 app_process64               com.floweq.equalizer        Signal Catcher  u:r:untrusted_app:s0:c155,c259,c512,c768 S< do_sigtimedwait
13446 13516 10923 app_process64               com.floweq.equalizer        perfetto_hprof_ u:r:untrusted_app:s0:c155,c259,c512,c768 S< pipe_read
13446 13518 10923 app_process64               com.floweq.equalizer        Jit thread pool u:r:untrusted_app:s0:c155,c259,c512,c768 SN futex_wait_queue_me
13446 13519 10923 app_process64               com.floweq.equalizer        HeapTaskDaemon  u:r:untrusted_app:s0:c155,c259,c512,c768 SN futex_wait_queue_me
13446 13520 10923 app_process64               com.floweq.equalizer        ReferenceQueueD u:r:untrusted_app:s0:c155,c259,c512,c768 SN futex_wait_queue_me
13446 13521 10923 app_process64               com.floweq.equalizer        FinalizerDaemon u:r:untrusted_app:s0:c155,c259,c512,c768 SN futex_wait_queue_me
13446 13522 10923 app_process64               com.floweq.equalizer        FinalizerWatchd u:r:untrusted_app:s0:c155,c259,c512,c768 SN futex_wait_queue_me
13446 13523 10923 app_process64               com.floweq.equalizer        binder:13446_1  u:r:untrusted_app:s0:c155,c259,c512,c768 S binder_thread_read
13446 13524 10923 app_process64               com.floweq.equalizer        binder:13446_2  u:r:untrusted_app:s0:c155,c259,c512,c768 S binder_thread_read
13446 13525 10923 app_process64               com.floweq.equalizer        binder:13446_3  u:r:untrusted_app:s0:c155,c259,c512,c768 S binder_thread_read
13446 13526 10923 app_process64               com.floweq.equalizer        Profile Saver   u:r:untrusted_app:s0:c155,c259,c512,c768 SN futex_wait_queue_me
13446 13530 10923 app_process64               com.floweq.equalizer        GmsDynamite     u:r:untrusted_app:s0:c155,c259,c512,c768 SN futex_wait_queue_me
13446 13534 10923 app_process64               com.floweq.equalizer        pool-6-thread-1 u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 13535 10923 app_process64               com.floweq.equalizer        Firebase Backgr u:r:untrusted_app:s0:c155,c259,c512,c768 SN futex_wait_queue_me
13446 13536 10923 app_process64               com.floweq.equalizer        Firebase Backgr u:r:untrusted_app:s0:c155,c259,c512,c768 SN futex_wait_queue_me
13446 13537 10923 app_process64               com.floweq.equalizer        Firebase Backgr u:r:untrusted_app:s0:c155,c259,c512,c768 SN futex_wait_queue_me
13446 13538 10923 app_process64               com.floweq.equalizer        Firebase Backgr u:r:untrusted_app:s0:c155,c259,c512,c768 SN futex_wait_queue_me
13446 13540 10923 app_process64               com.floweq.equalizer        WM.task-1       u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 13541 10923 app_process64               com.floweq.equalizer        DefaultDispatch u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 13542 10923 app_process64               com.floweq.equalizer        DefaultDispatch u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 13543 10923 app_process64               com.floweq.equalizer        DefaultDispatch u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 13544 10923 app_process64               com.floweq.equalizer        queued-work-loo u:r:untrusted_app:s0:c155,c259,c512,c768 S< do_epoll_wait
13446 13545 10923 app_process64               com.floweq.equalizer        WM.task-2       u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 13546 10923 app_process64               com.floweq.equalizer        WM.task-3       u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 13547 10923 app_process64               com.floweq.equalizer        WM.task-4       u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 13548 10923 app_process64               com.floweq.equalizer        GoogleApiHandle u:r:untrusted_app:s0:c155,c259,c512,c768 SN do_epoll_wait
13446 13550 10923 app_process64               com.floweq.equalizer        ProcessStablePh u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 13554 10923 app_process64               com.floweq.equalizer        ConnectivityThr u:r:untrusted_app:s0:c155,c259,c512,c768 S do_epoll_wait
13446 13558 10923 app_process64               com.floweq.equalizer        AdWorker(Client u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 13561 10923 app_process64               com.floweq.equalizer        AdWorker(NG) #1 u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 13560 10923 app_process64               com.floweq.equalizer        FirebaseSession u:r:untrusted_app:s0:c155,c259,c512,c768 S do_epoll_wait
13446 13584 10923 app_process64               com.floweq.equalizer        DefaultDispatch u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 13585 10923 app_process64               com.floweq.equalizer        DefaultDispatch u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 13586 10923 app_process64               com.floweq.equalizer        DefaultDispatch u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 13588 10923 app_process64               com.floweq.equalizer        GoogleApiHandle u:r:untrusted_app:s0:c155,c259,c512,c768 SN do_epoll_wait
13446 13590 10923 app_process64               com.floweq.equalizer        pool-11-thread- u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 13694 10923 app_process64               com.floweq.equalizer        Chrome_ProcessL u:r:untrusted_app:s0:c155,c259,c512,c768 S do_epoll_wait
13446 13696 10923 app_process64               com.floweq.equalizer        GoogleApiHandle u:r:untrusted_app:s0:c155,c259,c512,c768 SN do_epoll_wait
13446 13811 10923 app_process64               com.floweq.equalizer        PerfettoTrace   u:r:untrusted_app:s0:c155,c259,c512,c768 S do_epoll_wait
13446 13833 10923 app_process64               com.floweq.equalizer        ThreadPoolServi u:r:untrusted_app:s0:c155,c259,c512,c768 S do_epoll_wait
13446 13834 10923 app_process64               com.floweq.equalizer        ThreadPoolForeg u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 13842 10923 app_process64               com.floweq.equalizer        ThreadPoolForeg u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 13843 10923 app_process64               com.floweq.equalizer        ThreadPoolForeg u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 13844 10923 app_process64               com.floweq.equalizer        Chrome_IOThread u:r:untrusted_app:s0:c155,c259,c512,c768 S< do_epoll_wait
13446 13845 10923 app_process64               com.floweq.equalizer        MemoryInfra     u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 13864 10923 app_process64               com.floweq.equalizer        AudioThread     u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 13865 10923 app_process64               com.floweq.equalizer        VideoCaptureThr u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 13866 10923 app_process64               com.floweq.equalizer        ThreadPoolForeg u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 13882 10923 app_process64               com.floweq.equalizer        ThreadPoolForeg u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 13883 10923 app_process64               com.floweq.equalizer        ThreadPoolForeg u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 13884 10923 app_process64               com.floweq.equalizer        NetworkService  u:r:untrusted_app:s0:c155,c259,c512,c768 S do_epoll_wait
13446 13885 10923 app_process64               com.floweq.equalizer        CookieMonsterCl u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 13886 10923 app_process64               com.floweq.equalizer        CookieMonsterBa u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 13889 10923 app_process64               com.floweq.equalizer        ThreadPoolSingl u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 13901 10923 app_process64               com.floweq.equalizer        DefaultDispatch u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
